Video ID,Title,Description,Channel Title,Video Published At,Video URL,Keyword Tags,YouTube Video Category,Video Duration,View Count,Comment Count,Location of Recording,Topics,Captions Available,Caption Text
PTiKjpQ-FUE,Songs You&#39;ve Heard But Dont Know The Name!  #satisfying #music,"Everything in this video was made by me, including the audio (using DAWs, like FL Studio). This type of content is simply inspired ...",Marvin Blend,2024-08-03T13:00:32Z,https://www.youtube.com/watch?v=PTiKjpQ-FUE,,10,PT55S,160662252,37017,,https://en.wikipedia.org/wiki/Music,TRUE,percussion [Music] tubes songs you've heard but don't know the name marima piano and Bell [Music] vibh [Music]
PTiKjpQ-FUE,Songs You&#39;ve Heard But Dont Know The Name!  #satisfying #music,"Everything in this video was made by me, including the audio (using DAWs, like FL Studio). This type of content is simply inspired ...",Marvin Blend,2024-08-03T13:00:32Z,https://www.youtube.com/watch?v=PTiKjpQ-FUE,,10,PT55S,160662252,37017,,https://en.wikipedia.org/wiki/Music,TRUE,percussion [Music] tubes songs you've heard but don't know the name marima piano and Bell [Music] vibh [Music]
PTiKjpQ-FUE,Songs You&#39;ve Heard But Dont Know The Name!  #satisfying #music,"Everything in this video was made by me, including the audio (using DAWs, like FL Studio). This type of content is simply inspired ...",Marvin Blend,2024-08-03T13:00:32Z,https://www.youtube.com/watch?v=PTiKjpQ-FUE,,10,PT55S,160662252,37017,,https://en.wikipedia.org/wiki/Music,TRUE,percussion [Music] tubes songs you've heard but don't know the name marima piano and Bell [Music] vibh [Music]
PTiKjpQ-FUE,Songs You&#39;ve Heard But Dont Know The Name!  #satisfying #music,"Everything in this video was made by me, including the audio (using DAWs, like FL Studio). This type of content is simply inspired ...",Marvin Blend,2024-08-03T13:00:32Z,https://www.youtube.com/watch?v=PTiKjpQ-FUE,,10,PT55S,160662252,37017,,https://en.wikipedia.org/wiki/Music,TRUE,percussion [Music] tubes songs you've heard but don't know the name marima piano and Bell [Music] vibh [Music]
TXioVRBD5hI,Al Shami - Wein [Official Music Video] (2024) / الشامي - وين,Directed By: Jad Rahme Written & Composed By: Al Shami Music Producer: Fouad Jned Artist Management: Music is My Life ...,Al Shami - الشامي,2024-07-12T13:00:09Z,https://www.youtube.com/watch?v=TXioVRBD5hI,"al chami, el shami, el chami, الشامي, شامي, al shami music, أغاني عربية, 2024 أغاني عربية, أغاني راب عربية, أغاني راب عربية 2024, إنتاج بلال دركي, shami, chami, new music, al shami, al chamy, el chamy, al shamy, el shamy, wein, wen, wayn, weyn, al shami wein, al shami wen, shami wein, shami wen, الشامي وين, وين, لشامي وين, al shami songs, al shami 2024, al shami videos, al shami video, اغاني الشامي, ما حسبت حسابي",10,PT2M57S,155740899,89418,,"https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Music_of_Asia, https://en.wikipedia.org/wiki/Pop_music",FALSE,
TXioVRBD5hI,Al Shami - Wein [Official Music Video] (2024) / الشامي - وين,Directed By: Jad Rahme Written & Composed By: Al Shami Music Producer: Fouad Jned Artist Management: Music is My Life ...,Al Shami - الشامي,2024-07-12T13:00:09Z,https://www.youtube.com/watch?v=TXioVRBD5hI,"al chami, el shami, el chami, الشامي, شامي, al shami music, أغاني عربية, 2024 أغاني عربية, أغاني راب عربية, أغاني راب عربية 2024, إنتاج بلال دركي, shami, chami, new music, al shami, al chamy, el chamy, al shamy, el shamy, wein, wen, wayn, weyn, al shami wein, al shami wen, shami wein, shami wen, الشامي وين, وين, لشامي وين, al shami songs, al shami 2024, al shami videos, al shami video, اغاني الشامي, ما حسبت حسابي",10,PT2M57S,155740899,89418,,"https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Music_of_Asia, https://en.wikipedia.org/wiki/Pop_music",FALSE,
TXioVRBD5hI,Al Shami - Wein [Official Music Video] (2024) / الشامي - وين,Directed By: Jad Rahme Written & Composed By: Al Shami Music Producer: Fouad Jned Artist Management: Music is My Life ...,Al Shami - الشامي,2024-07-12T13:00:09Z,https://www.youtube.com/watch?v=TXioVRBD5hI,"al chami, el shami, el chami, الشامي, شامي, al shami music, أغاني عربية, 2024 أغاني عربية, أغاني راب عربية, أغاني راب عربية 2024, إنتاج بلال دركي, shami, chami, new music, al shami, al chamy, el chamy, al shamy, el shamy, wein, wen, wayn, weyn, al shami wein, al shami wen, shami wein, shami wen, الشامي وين, وين, لشامي وين, al shami songs, al shami 2024, al shami videos, al shami video, اغاني الشامي, ما حسبت حسابي",10,PT2M57S,155740899,89418,,"https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Music_of_Asia, https://en.wikipedia.org/wiki/Pop_music",FALSE,
TXioVRBD5hI,Al Shami - Wein [Official Music Video] (2024) / الشامي - وين,Directed By: Jad Rahme Written & Composed By: Al Shami Music Producer: Fouad Jned Artist Management: Music is My Life ...,Al Shami - الشامي,2024-07-12T13:00:09Z,https://www.youtube.com/watch?v=TXioVRBD5hI,"al chami, el shami, el chami, الشامي, شامي, al shami music, أغاني عربية, 2024 أغاني عربية, أغاني راب عربية, أغاني راب عربية 2024, إنتاج بلال دركي, shami, chami, new music, al shami, al chamy, el chamy, al shamy, el shamy, wein, wen, wayn, weyn, al shami wein, al shami wen, shami wein, shami wen, الشامي وين, وين, لشامي وين, al shami songs, al shami 2024, al shami videos, al shami video, اغاني الشامي, ما حسبت حسابي",10,PT2M57S,155740899,89418,,"https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Music_of_Asia, https://en.wikipedia.org/wiki/Pop_music",FALSE,
TXioVRBD5hI,Al Shami - Wein [Official Music Video] (2024) / الشامي - وين,Directed By: Jad Rahme Written & Composed By: Al Shami Music Producer: Fouad Jned Artist Management: Music is My Life ...,Al Shami - الشامي,2024-07-12T13:00:09Z,https://www.youtube.com/watch?v=TXioVRBD5hI,"al chami, el shami, el chami, الشامي, شامي, al shami music, أغاني عربية, 2024 أغاني عربية, أغاني راب عربية, أغاني راب عربية 2024, إنتاج بلال دركي, shami, chami, new music, al shami, al chamy, el chamy, al shamy, el shamy, wein, wen, wayn, weyn, al shami wein, al shami wen, shami wein, shami wen, الشامي وين, وين, لشامي وين, al shami songs, al shami 2024, al shami videos, al shami video, اغاني الشامي, ما حسبت حسابي",10,PT2M57S,155740899,89418,,"https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Music_of_Asia, https://en.wikipedia.org/wiki/Pop_music",FALSE,
TXioVRBD5hI,Al Shami - Wein [Official Music Video] (2024) / الشامي - وين,Directed By: Jad Rahme Written & Composed By: Al Shami Music Producer: Fouad Jned Artist Management: Music is My Life ...,Al Shami - الشامي,2024-07-12T13:00:09Z,https://www.youtube.com/watch?v=TXioVRBD5hI,"al chami, el shami, el chami, الشامي, شامي, al shami music, أغاني عربية, 2024 أغاني عربية, أغاني راب عربية, أغاني راب عربية 2024, إنتاج بلال دركي, shami, chami, new music, al shami, al chamy, el chamy, al shamy, el shamy, wein, wen, wayn, weyn, al shami wein, al shami wen, shami wein, shami wen, الشامي وين, وين, لشامي وين, al shami songs, al shami 2024, al shami videos, al shami video, اغاني الشامي, ما حسبت حسابي",10,PT2M57S,155740899,89418,,"https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Music_of_Asia, https://en.wikipedia.org/wiki/Pop_music",FALSE,
TXioVRBD5hI,Al Shami - Wein [Official Music Video] (2024) / الشامي - وين,Directed By: Jad Rahme Written & Composed By: Al Shami Music Producer: Fouad Jned Artist Management: Music is My Life ...,Al Shami - الشامي,2024-07-12T13:00:09Z,https://www.youtube.com/watch?v=TXioVRBD5hI,"al chami, el shami, el chami, الشامي, شامي, al shami music, أغاني عربية, 2024 أغاني عربية, أغاني راب عربية, أغاني راب عربية 2024, إنتاج بلال دركي, shami, chami, new music, al shami, al chamy, el chamy, al shamy, el shamy, wein, wen, wayn, weyn, al shami wein, al shami wen, shami wein, shami wen, الشامي وين, وين, لشامي وين, al shami songs, al shami 2024, al shami videos, al shami video, اغاني الشامي, ما حسبت حسابي",10,PT2M57S,155740899,89418,,"https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Music_of_Asia, https://en.wikipedia.org/wiki/Pop_music",FALSE,
TXioVRBD5hI,Al Shami - Wein [Official Music Video] (2024) / الشامي - وين,Directed By: Jad Rahme Written & Composed By: Al Shami Music Producer: Fouad Jned Artist Management: Music is My Life ...,Al Shami - الشامي,2024-07-12T13:00:09Z,https://www.youtube.com/watch?v=TXioVRBD5hI,"al chami, el shami, el chami, الشامي, شامي, al shami music, أغاني عربية, 2024 أغاني عربية, أغاني راب عربية, أغاني راب عربية 2024, إنتاج بلال دركي, shami, chami, new music, al shami, al chamy, el chamy, al shamy, el shamy, wein, wen, wayn, weyn, al shami wein, al shami wen, shami wein, shami wen, الشامي وين, وين, لشامي وين, al shami songs, al shami 2024, al shami videos, al shami video, اغاني الشامي, ما حسبت حسابي",10,PT2M57S,155740899,89418,,"https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Music_of_Asia, https://en.wikipedia.org/wiki/Pop_music",FALSE,
H1YR5rsScC8,"Janiye | Music Video | Chor Nikal Ke Bhaga | Vishal Mishra, Rashmeet Kaur| Netflix India","Yeh Janiye, the ada and nasha of this beautiful song has taken our hearts and minds to new heights #ChorNikalKeBhaga ...",Netflix India,2023-03-17T05:35:20Z,https://www.youtube.com/watch?v=H1YR5rsScC8,"Heist, Netflix 2023, Netflix Drama, Netflix Film, Netflix Thriller Films, Netflix trailer, Sunny Kaushal, Thriller, Thriller Trailers, Yami Gautam, sunny kaushal, sunny kaushal movies, chor nikal ke bhaga trailer, chor nikal ke bhaga movie, chor nikal ke bhaga trailer netflix, yami gautam movies, yami gautam songs, cnkb, netflix, netflix india, netflix movies, yami gautam latest movie",24,PT3M34S,152803692,19978,,"https://en.wikipedia.org/wiki/Electronic_music, https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Music_of_Asia, https://en.wikipedia.org/wiki/Pop_music",FALSE,
ev24yV01Fu0,Say Goodbye to Spiders ✌️| Listen “POLAR - GOOD GIRL” on YT,Listen to the full song on YT: https://youtu.be/bul2FzFr-lo ▶️ TheSoul Music: https://www.music.thesoul-publishing.com ◉ Our ...,TheSoul Music,2023-01-17T13:00:18Z,https://www.youtube.com/watch?v=ev24yV01Fu0,,10,PT32S,135413755,841,,"https://en.wikipedia.org/wiki/Entertainment, https://en.wikipedia.org/wiki/Humour",TRUE,[Music] knock your world
ev24yV01Fu0,Say Goodbye to Spiders ✌️| Listen “POLAR - GOOD GIRL” on YT,Listen to the full song on YT: https://youtu.be/bul2FzFr-lo ▶️ TheSoul Music: https://www.music.thesoul-publishing.com ◉ Our ...,TheSoul Music,2023-01-17T13:00:18Z,https://www.youtube.com/watch?v=ev24yV01Fu0,,10,PT32S,135413755,841,,"https://en.wikipedia.org/wiki/Entertainment, https://en.wikipedia.org/wiki/Humour",TRUE,[Music] knock your world
ev24yV01Fu0,Say Goodbye to Spiders ✌️| Listen “POLAR - GOOD GIRL” on YT,Listen to the full song on YT: https://youtu.be/bul2FzFr-lo ▶️ TheSoul Music: https://www.music.thesoul-publishing.com ◉ Our ...,TheSoul Music,2023-01-17T13:00:18Z,https://www.youtube.com/watch?v=ev24yV01Fu0,,10,PT32S,135413755,841,,"https://en.wikipedia.org/wiki/Entertainment, https://en.wikipedia.org/wiki/Humour",TRUE,[Music] knock your world
ev24yV01Fu0,Say Goodbye to Spiders ✌️| Listen “POLAR - GOOD GIRL” on YT,Listen to the full song on YT: https://youtu.be/bul2FzFr-lo ▶️ TheSoul Music: https://www.music.thesoul-publishing.com ◉ Our ...,TheSoul Music,2023-01-17T13:00:18Z,https://www.youtube.com/watch?v=ev24yV01Fu0,,10,PT32S,135413755,841,,"https://en.wikipedia.org/wiki/Entertainment, https://en.wikipedia.org/wiki/Humour",TRUE,[Music] knock your world
ev24yV01Fu0,Say Goodbye to Spiders ✌️| Listen “POLAR - GOOD GIRL” on YT,Listen to the full song on YT: https://youtu.be/bul2FzFr-lo ▶️ TheSoul Music: https://www.music.thesoul-publishing.com ◉ Our ...,TheSoul Music,2023-01-17T13:00:18Z,https://www.youtube.com/watch?v=ev24yV01Fu0,,10,PT32S,135413755,841,,"https://en.wikipedia.org/wiki/Entertainment, https://en.wikipedia.org/wiki/Humour",TRUE,[Music] knock your world
ev24yV01Fu0,Say Goodbye to Spiders ✌️| Listen “POLAR - GOOD GIRL” on YT,Listen to the full song on YT: https://youtu.be/bul2FzFr-lo ▶️ TheSoul Music: https://www.music.thesoul-publishing.com ◉ Our ...,TheSoul Music,2023-01-17T13:00:18Z,https://www.youtube.com/watch?v=ev24yV01Fu0,,10,PT32S,135413755,841,,"https://en.wikipedia.org/wiki/Entertainment, https://en.wikipedia.org/wiki/Humour",TRUE,[Music] knock your world
ev24yV01Fu0,Say Goodbye to Spiders ✌️| Listen “POLAR - GOOD GIRL” on YT,Listen to the full song on YT: https://youtu.be/bul2FzFr-lo ▶️ TheSoul Music: https://www.music.thesoul-publishing.com ◉ Our ...,TheSoul Music,2023-01-17T13:00:18Z,https://www.youtube.com/watch?v=ev24yV01Fu0,,10,PT32S,135413755,841,,"https://en.wikipedia.org/wiki/Entertainment, https://en.wikipedia.org/wiki/Humour",TRUE,[Music] knock your world
ev24yV01Fu0,Say Goodbye to Spiders ✌️| Listen “POLAR - GOOD GIRL” on YT,Listen to the full song on YT: https://youtu.be/bul2FzFr-lo ▶️ TheSoul Music: https://www.music.thesoul-publishing.com ◉ Our ...,TheSoul Music,2023-01-17T13:00:18Z,https://www.youtube.com/watch?v=ev24yV01Fu0,,10,PT32S,135413755,841,,"https://en.wikipedia.org/wiki/Entertainment, https://en.wikipedia.org/wiki/Humour",TRUE,[Music] knock your world
wcCqAwfz5eI,this song is called “golden hour” &amp; it’s out everywhere.,this song is called golden hour. it's out everywhere #shorts.,JVKE,2022-11-19T01:31:28Z,https://www.youtube.com/watch?v=wcCqAwfz5eI,"JVKE, jake, shorts",10,PT1M1S,133556385,60855,,"https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Pop_music",TRUE,playing my song for my high school music teacher until this happened [Music] let's go from my mother like where you at tonight [Music] I Don't Need No Life [Music] [Applause]
AiD6SOOBKZI,Vettaiyan - Manasilaayo Lyric | Rajinikanth | T.J. Gnanavel | Anirudh | Manju Warrier | Subaskaran,Lyca Productions Subaskaran Presents Superstar Rajinikanth in Vettaiyan Song Title : Manasilaayo Album / Movie : Vettaiyan ...,Sony Music South,2024-09-09T11:28:08Z,https://www.youtube.com/watch?v=AiD6SOOBKZI,"Sony Music South, Sony Music, Latest Song, Tamil song, Tamil Latest Song, Tamil Latest Songs 2023, Latest songs in Tamil, Songs in Tamil, Latest Tamil Movies, latest Tamil Love Songs, Latest Tamil Hit Songs, Thalaivar 170, Vettaiyan, T.J. Gnanavel, Rajinikanth, Anirudh, HBD Super Star, Vettaiyan title reveal, Thalaivar 170 title, Happy Birthday Rajinikanth, vettaiyan first look, vettaiyan motion poster, vettaiyan songs, Rajinikanth dubbing, Rajinikanth Vettaiyan, Manasilaayo",10,PT4M6S,131381526,37751,,"https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Music_of_Asia",FALSE,
dXIyMS61B68,"Beautiful Relaxing Peaceful Music, Calm Music 24/7, &quot;Tropical Shores&quot; By Tim Janis","Beautiful Relaxing Peaceful Music, Calm Music 24/7, ""Tropical Shores"" By Tim Janis. My instrumental music can help you find ...",Tim Janis,2021-12-27T21:17:06Z,https://www.youtube.com/watch?v=dXIyMS61B68,"Beautiful Relaxing Hymns, Peaceful Instrumental Music, Amazing Grace, Ave Mari, What a Friend I have in Jesus, Fairest Lord Jesus, It is Well, Holy Holy Holy, In Christ Alone, How Great Thou art, Crown Him with Many Crowns, Come thou fount of every blessing, Great Is Thy Faithfulness, Be Thou My Vision, All Creatures Of our God and King, Tim Janis",10,PT11H54M57S,127546182,0,,"https://en.wikipedia.org/wiki/Christian_music, https://en.wikipedia.org/wiki/Music",FALSE,
LLlsg8g63oQ,Make a song with these Emojis?? (CHALLENGE),Join my channel to get access to exclusive perks!! ⬇️   https://www.youtube.com/channel/UCwSa... Follow me here too!,Landen Purifoy,2023-04-27T14:00:25Z,https://www.youtube.com/watch?v=LLlsg8g63oQ,"emoji challenge, music challenge, emoji music challenge, emoji beatbox, beatbox emoji, guitar challenge, emoji TikToks, emoji shorts, musician, best musicians 2023, best artists 2023, drums, piano, im good, im good yeah im feeling alright, im blue, im blue dabadi, how to play im good on piano, how to play im blue on piano, talkbox, electrospit",10,PT24S,127570661,15316,,https://en.wikipedia.org/wiki/Music,FALSE,
LLlsg8g63oQ,Make a song with these Emojis?? (CHALLENGE),Join my channel to get access to exclusive perks!! ⬇️   https://www.youtube.com/channel/UCwSa... Follow me here too!,Landen Purifoy,2023-04-27T14:00:25Z,https://www.youtube.com/watch?v=LLlsg8g63oQ,"emoji challenge, music challenge, emoji music challenge, emoji beatbox, beatbox emoji, guitar challenge, emoji TikToks, emoji shorts, musician, best musicians 2023, best artists 2023, drums, piano, im good, im good yeah im feeling alright, im blue, im blue dabadi, how to play im good on piano, how to play im blue on piano, talkbox, electrospit",10,PT24S,127570661,15316,,https://en.wikipedia.org/wiki/Music,FALSE,
LLlsg8g63oQ,Make a song with these Emojis?? (CHALLENGE),Join my channel to get access to exclusive perks!! ⬇️   https://www.youtube.com/channel/UCwSa... Follow me here too!,Landen Purifoy,2023-04-27T14:00:25Z,https://www.youtube.com/watch?v=LLlsg8g63oQ,"emoji challenge, music challenge, emoji music challenge, emoji beatbox, beatbox emoji, guitar challenge, emoji TikToks, emoji shorts, musician, best musicians 2023, best artists 2023, drums, piano, im good, im good yeah im feeling alright, im blue, im blue dabadi, how to play im good on piano, how to play im blue on piano, talkbox, electrospit",10,PT24S,127570661,15316,,https://en.wikipedia.org/wiki/Music,FALSE,
LLlsg8g63oQ,Make a song with these Emojis?? (CHALLENGE),Join my channel to get access to exclusive perks!! ⬇️   https://www.youtube.com/channel/UCwSa... Follow me here too!,Landen Purifoy,2023-04-27T14:00:25Z,https://www.youtube.com/watch?v=LLlsg8g63oQ,"emoji challenge, music challenge, emoji music challenge, emoji beatbox, beatbox emoji, guitar challenge, emoji TikToks, emoji shorts, musician, best musicians 2023, best artists 2023, drums, piano, im good, im good yeah im feeling alright, im blue, im blue dabadi, how to play im good on piano, how to play im blue on piano, talkbox, electrospit",10,PT24S,127570661,15316,,https://en.wikipedia.org/wiki/Music,FALSE,
LLlsg8g63oQ,Make a song with these Emojis?? (CHALLENGE),Join my channel to get access to exclusive perks!! ⬇️   https://www.youtube.com/channel/UCwSa... Follow me here too!,Landen Purifoy,2023-04-27T14:00:25Z,https://www.youtube.com/watch?v=LLlsg8g63oQ,"emoji challenge, music challenge, emoji music challenge, emoji beatbox, beatbox emoji, guitar challenge, emoji TikToks, emoji shorts, musician, best musicians 2023, best artists 2023, drums, piano, im good, im good yeah im feeling alright, im blue, im blue dabadi, how to play im good on piano, how to play im blue on piano, talkbox, electrospit",10,PT24S,127570661,15316,,https://en.wikipedia.org/wiki/Music,FALSE,
LLlsg8g63oQ,Make a song with these Emojis?? (CHALLENGE),Join my channel to get access to exclusive perks!! ⬇️   https://www.youtube.com/channel/UCwSa... Follow me here too!,Landen Purifoy,2023-04-27T14:00:25Z,https://www.youtube.com/watch?v=LLlsg8g63oQ,"emoji challenge, music challenge, emoji music challenge, emoji beatbox, beatbox emoji, guitar challenge, emoji TikToks, emoji shorts, musician, best musicians 2023, best artists 2023, drums, piano, im good, im good yeah im feeling alright, im blue, im blue dabadi, how to play im good on piano, how to play im blue on piano, talkbox, electrospit",10,PT24S,127570661,15316,,https://en.wikipedia.org/wiki/Music,FALSE,
LLlsg8g63oQ,Make a song with these Emojis?? (CHALLENGE),Join my channel to get access to exclusive perks!! ⬇️   https://www.youtube.com/channel/UCwSa... Follow me here too!,Landen Purifoy,2023-04-27T14:00:25Z,https://www.youtube.com/watch?v=LLlsg8g63oQ,"emoji challenge, music challenge, emoji music challenge, emoji beatbox, beatbox emoji, guitar challenge, emoji TikToks, emoji shorts, musician, best musicians 2023, best artists 2023, drums, piano, im good, im good yeah im feeling alright, im blue, im blue dabadi, how to play im good on piano, how to play im blue on piano, talkbox, electrospit",10,PT24S,127570661,15316,,https://en.wikipedia.org/wiki/Music,FALSE,
LLlsg8g63oQ,Make a song with these Emojis?? (CHALLENGE),Join my channel to get access to exclusive perks!! ⬇️   https://www.youtube.com/channel/UCwSa... Follow me here too!,Landen Purifoy,2023-04-27T14:00:25Z,https://www.youtube.com/watch?v=LLlsg8g63oQ,"emoji challenge, music challenge, emoji music challenge, emoji beatbox, beatbox emoji, guitar challenge, emoji TikToks, emoji shorts, musician, best musicians 2023, best artists 2023, drums, piano, im good, im good yeah im feeling alright, im blue, im blue dabadi, how to play im good on piano, how to play im blue on piano, talkbox, electrospit",10,PT24S,127570661,15316,,https://en.wikipedia.org/wiki/Music,FALSE,
OSBan_sH_b8,Davido - UNAVAILABLE (Official Video) ft. Musa Keys,Davido - UNAVAILABLE (Official Video) ft. Musa Keys Listen to the new album 'Timeless': https://davido.lnk.to/timeless ...,DavidoVEVO,2023-04-11T16:00:10Z,https://www.youtube.com/watch?v=OSBan_sH_b8,"davido, davido timeless, davido unavailable, davido musa keys unavailable, unavailable, timless night, davido new album, davido 2023, davido live, davido lyrics, musa keys, davido tiktok, unavailable challenge tiktok, unavailable challenge, davido summer, davido if, davido fall, davido d&g, davido chris brown blow my mind, davido focalistic champion sound, davido jowo, davido popcaan risky, davido stand strong, davido fia, davido assurance",10,PT3M10S,123841612,25730,,"https://en.wikipedia.org/wiki/Hip_hop_music, https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Pop_music",FALSE,
bKZTnnFU9HA,Kuch Kuch Hota Hai: Title Track | 4K Video | Shah Rukh Khan| Kajol| Rani| Alka Yagnik |Udit Narayan,Kuch Kuch Hota Hai: Title Track - A classic Bollywood love song that continues to touch hearts with its memorable tune and ...,Sony Music India,2023-10-03T06:00:20Z,https://www.youtube.com/watch?v=bKZTnnFU9HA,"Sony Music India, Sony Music, Latest Hits, trending song 2022, trending song 2023, udit narayan songs, alka yagnik songs, udit narayan, shahrukh khan, kajol, kuch kuch hota hai, kuch kuch hota hai songs, sad songs, hindi songs, romantic songs, shah rukh khan, sad songs hindi, kuch kuch hota hai full movie, kuch kuch hota hai sad version, kuch kuch hota hai scenes, shahrukh khan songs, kuch kuch hota hai song, kuch kuch hota hai title song, 90s hits hindi songs",10,PT5M9S,113212517,13391,,"https://en.wikipedia.org/wiki/Film, https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Music_of_Asia, https://en.wikipedia.org/wiki/Pop_music",FALSE,
Bxau9B3jOHM,Usher - U Remind Me (Official Music Video),"Official HD video for U Remind Me"" by Usher Listen to Usher: https://Usher.lnk.to/listenYD Subscribe to the official Usher YouTube ...",UsherVEVO,2009-11-24T06:07:30Z,https://www.youtube.com/watch?v=Bxau9B3jOHM,"usher, usher remind me, remind me usher, you remind me usher, usher you remind me, remind me, you remind me, you remind me of girl that once knew, usher songs, usher you remind me of girl, usher you got it bad, usher antigas, confession pt.II usher my boo, usher burn, usher love in this club, rhythm and blues, soul music, endless r&b throwbacks, usher's top 100 hits, best, old, r&b",10,PT4M28S,110118541,13154,,"https://en.wikipedia.org/wiki/Electronic_music, https://en.wikipedia.org/wiki/Hip_hop_music, https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Pop_music, https://en.wikipedia.org/wiki/Rhythm_and_blues, https://en.wikipedia.org/wiki/Soul_music",TRUE,"- Yo, I ain't seeing you in a minute. But I got something to tell ya, listen. ♪ See the thing about
you that caught my eye ♪ ♪ Is the same thing that
makes me change my mind ♪ ♪ Kinda hard to explain
but girl, I'll try ♪ ♪ You need to sit down,
this may take a while ♪ ♪ See this girl, she sorta
looks just like you ♪ ♪ She even smiles just the way you do ♪ ♪ So innocent she seemed,
but I was fooled ♪ ♪ I'm reminded when I look at you ♪ ♪ You remind of a girl that I once knew ♪ ♪ See her face whenever I, I look at you ♪ ♪ Wouldn't believe all of the
things she put me through ♪ ♪ This is why I just can't get with you ♪ ♪ Thought that she was the one for me ♪ ♪ 'Til I found out she was on her creep ♪ ♪ Oh, she was sexing everyone ♪ ♪ but me ♪ ♪ This is why we could never be ♪ ♪ You remind of a girl that I once knew ♪ ♪ See her face whenever I, I look at you ♪ ♪ Wouldn't believe all of the
things she put me through ♪ ♪ This is why I just can't get with you ♪ ♪ I know ♪ ♪ it's so unfair to you ♪ ♪ It's so unfair ♪ ♪ That I relate her ignorance to you ♪ ♪ Oh ♪ ♪ Wish I knew ♪ ♪ Wish I knew how to separate the two ♪ ♪ You remind me ♪ ♪ You ♪
♪ (echos) ♪ ♪ You ♪
♪ (echos) ♪ ♪ You ♪
♪ (echos) ♪ ♪ You ♪
♪ (echos) ♪ ♪ You ♪
♪ (echos) ♪ ♪ Whoa ♪ ♪ You remind of a girl that I once knew ♪ ♪ See her face whenever I, I look at you ♪ ♪ Wouldn't believe all of the
things she put me through ♪ ♪ This is why I just can't get with you ♪ ♪ Gotta let you go ♪ ♪ You remind of a girl ♪
♪ You remind me ♪ ♪ That I once knew ♪
♪ Of a girl ♪ ♪ See her face whenever I, ♪
♪ Hey, hey, oh, oh ♪ ♪ I look at you ♪
♪ Wouldn't believe ♪ ♪ Wouldn't believe all of the
things she put me through ♪ ♪ This is why I just can't get with you ♪ ♪ You remind me of a
girl that I once knew ♪ ♪ See her face whenever I, I look at you ♪ ♪ Wouldn't believe all of the
things she put me through ♪ ♪ This is why I just can't get with you ♪ ♪ You remind me of a
girl that I once knew ♪ ♪ See her face whenever I, I look at you ♪ ♪ Wouldn't believe all of the
things she put me through ♪ ♪ This is why I just can't get with you ♪ ♪ I don't know what you came to do girl ♪ ♪ What you came to do ♪ ♪ What you came to do tonight, ay ♪ ♪ But I came to party ♪"
Fr9rMmMp3mY,"LA PATRULLA (Video Oficial) - Peso Pluma, Neton Vega","ESCUCHA / LISTEN ➸Música Interpretación - Peso Pluma, Neton Vega Composición - Luis Ernesto Vega Carvajal Producción ...",Peso Pluma,2024-09-06T00:29:01Z,https://www.youtube.com/watch?v=Fr9rMmMp3mY,"Peso Pluma, La Doble P, Doble P, Double P, Double P Records, Prajin, Prajin Music group, corridos, corridos belicos, regional mexicano, musica mexicana, mexican music, Éxodo, La PAtrulla, La patrulla, Netón Vega, El Netón, Neton Vega",10,PT2M21S,109835495,11444,,"https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Music_of_Latin_America",FALSE,
6d5SS0gS5bU,"Tainu Khabar Nahi - Arijit Singh | Munjya | Sharvari, Abhay Verma| Sachin-Jigar,Amitabh Bhattacharya",SUBSCRIBE to Zee Music Company - https://bit.ly/2yPcBkS To Stream & Download Full Song: Spotify - https://spoti.fi/4bI6z31 ...,Zee Music Company,2024-06-01T14:30:27Z,https://www.youtube.com/watch?v=6d5SS0gS5bU,"tainu khabar nahi song, munjya, munjya movie songs, tenu khabar nahi, ve maahi tenu khabar nahi, tainu khabar nahin, tainu khabar nahi arijit singh, arijit singh new song, tainu khabar nahi munjya, tere naal preetan laiyan, munjya song, sharvari new song, sharvari wagh songs, sharvari songs, sachin jigar songs, new love song, new romantic song, arijit singh songs, arijit singh latest song, new bollywood song, latest love songs, latest romantic songs, new hindi songs",10,PT2M39S,106710433,7695,,"https://en.wikipedia.org/wiki/Film, https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Music_of_Asia, https://en.wikipedia.org/wiki/Pop_music",FALSE,
